Identifier,Rated,Votes,Bayesian_Score,Wilson_Score,BTL_Score,DM_Score,My_WRS
Godmothered,3.05,13347,3.051170075390013,3.008473015189792,3.279569892473118,3.0489327441581784,2.0983114572348396
Knockaround Guys,3.05,24570,3.050636697806661,3.0194218376533537,3.279569892473118,3.0494201424211598,2.2331018467506807
Bunraku,3.05,20319,3.0507695763169522,3.01636606395612,3.279569892473118,3.0492988584924228,2.1911402947907224
Addicted to Love,3.05,25377,3.0506164903449084,3.019913250223868,3.279569892473118,3.0494385785202107,2.240240249032764
Calvaire,3.05,13324,3.0511720876327204,3.0084370617168594,3.279569892473118,3.048930902543326,2.0979305032083753
The Lovebirds,3.05,27300,3.0505731444241317,3.0209949781052217,3.279569892473118,3.0494781175608865,2.2563745914386257
Like Father,3.05,22548,3.0506936675812018,3.018076490883229,3.279569892473118,3.049368155012637,2.2141322043477474
Pokémon the Movie 2000,3.05,23329,3.050670494888575,3.0186168713124717,3.279569892473118,3.0493893031627666,2.221653549796375
360,3.05,17301,3.050903434960521,3.013541499313192,3.279569892473118,3.0491765861550904,2.1556239691939427
The Newton Boys,3.05,12112,3.0512888916296657,3.006399592420426,3.279569892473118,3.0488239663282988,2.0768653269964545
The Cottage,3.05,12906,3.0512099027477615,3.0077669542840235,3.279569892473118,3.0488962899852834,2.090890090313102
Our Brand Is Crisis,3.05,23022,3.050679416608876,3.0184077434150303,3.279569892473118,3.049381161245494,2.218727488848213
The Overnight,3.05,17416,3.0508974865452876,3.0136624457420034,3.279569892473118,3.0491820216979506,2.1570873208731993
Burke and Hare,3.05,21083,3.0507417546018076,3.016982854573264,3.279569892473118,3.0493242602427917,2.1992932835986014
Murder at 1600,3.05,32281,3.0504848442671118,3.023331881752076,3.279569892473118,3.0495586322244934,2.2933936560825305
Ninja: Shadow of a Tear,3.05,13148,3.0511877178360356,3.008158816713062,3.279569892473118,3.048916596974074,2.094993421754348
The Princess Switch,3.05,30028,3.0505211616463863,3.0223471389688066,3.279569892473118,3.049525521925881,2.2774127158906174
Miami Bici,3.05,10347,3.0515076945272672,3.002813001243547,3.279569892473118,3.0486234544049458,2.0420774101414563
Black Butterfly,3.05,14647,3.051066578213241,3.010365077644572,3.279569892473118,3.0490274365274366,2.1188408590455183
Leap of Faith,3.05,13917,3.0511223240495453,3.0093352969513343,3.279569892473118,3.048976440166643,2.1075485050704716
We're No Angels,3.05,24246,3.0506451885083963,3.0192176614654285,3.279569892473118,3.0494123953651395,2.2301696852077466
Up Close & Personal,3.05,15106,3.0510342768540513,3.010973907701075,3.279569892473118,3.049056978360135,2.1256564524241917
My Name Is Bruce,3.05,24966,3.0506266189638627,3.01966595922106,3.279569892473118,3.049429338032117,2.236633535790612
Desierto,3.05,10447,3.051493331428027,3.003040279297778,3.279569892473118,3.0486366245694603,2.0442018284135446
According to Greta,3.05,10240,3.051523372206025,3.0025661267541484,3.279569892473118,3.0486090775988286,2.039781425791577
Impostor,3.05,24324,3.050643123820464,3.0192671882585174,3.279569892473118,3.0494142792552097,2.2308791412292797
The Bride of Badrinath,3.05,13138,3.0511886184410066,3.008142839298767,3.279569892473118,3.0489157726546448,2.094825363842
The Man Who Cried,3.05,16211,3.050963993604329,3.0123318305517603,3.279569892473118,3.0491212382831767,2.1412502246053595
God's Pocket,3.05,12022,3.05129850066269,3.006236089939423,3.279569892473118,3.048815165876777,2.0752179396925152
Welcome to the Punch,3.05,34231,3.0504572649572643,3.024104358933931,3.279569892473118,3.049583771468629,2.3063494044897395
Dom Hemingway,3.05,27377,3.050571535348379,3.021035899589548,3.279569892473118,3.0494795851289167,2.256996729738969
Miracle at St. Anna,3.05,19007,3.050822558639869,3.0152211730045058,3.279569892473118,3.0492504733852304,2.1763964872641184
Bronco Billy,3.05,12449,3.0512541403312263,3.0069959507996282,3.279569892473118,3.048855789304641,2.082926996221131
D.O.A.,3.05,10758,3.0514503608438193,3.003726696207594,3.279569892473118,3.0486760196971106,2.050681138700847
Youth Without Youth,3.05,13927,3.0511215210703297,3.0093499494482168,3.279569892473118,3.048977174849268,2.1077071600434163
Assassination Games,3.05,18112,3.050863093271666,3.014369630783496,3.279569892473118,3.0492134459347575,2.1657426997201243
The Ones Below,3.05,10874,3.051434959721713,3.003975132442913,3.279569892473118,3.0486901369611177,2.053050011905215
The Corruptor,3.05,18924,3.0508261568462105,3.015144757808845,3.279569892473118,3.0492471868561464,2.1754298176131908
Code 46,3.05,20946,3.0507465945894454,3.016874744697953,3.279569892473118,3.0493198415350102,2.1978532624450158
Cargo,3.05,19958,3.0507834616153535,3.01606235289617,3.279569892473118,3.049286179431949,2.187180646242921
Swing Vote,3.05,19230,3.050813044605809,3.0154240207014538,3.279569892473118,3.0492591629841437,2.178972925582103
Cut Bank,3.05,13252,3.0511784318147646,3.0083239058477873,3.279569892473118,3.0489250961756054,2.096733686203448
Josh,3.05,10749,3.051451569589777,3.003707252626016,3.279569892473118,3.048674911660777,2.0504962804647557
Redacted,3.05,11134,3.051401600500715,3.0045177664632226,3.279569892473118,3.0487207110153514,2.058269044353152
Sukiyaki Western Django,3.05,15703,3.050995080302165,3.0117254032342853,3.279569892473118,3.0490928189457596,2.134217745917702
Shivaay,3.05,11068,3.0514099208490735,3.0043818379127654,3.279569892473118,3.048713085884584,2.056955845528286
Thunivu,3.05,28345,3.050552051417503,3.0215360083709957,3.279569892473118,3.0494973544973547,2.264671992522134
Yamakasi,3.05,12844,3.05121572049015,3.0076647777272996,3.279569892473118,3.0488909642773754,2.0898264420030177
Noel,3.05,10316,3.051512203357129,3.0027418732005664,3.279569892473118,3.0486193198333496,2.0414146702695906
The Visitors II: The Corridors of Time,3.05,12931,3.051207572606117,3.00780794598557,3.279569892473118,3.0488984230055656,2.0913175359926233
Buster's Mal Heart,3.05,11481,3.0513594224265024,3.0052129861097425,3.279569892473118,3.0487593592199196,2.065047722999246
Hacker,3.05,10774,3.0514482169253507,3.0037612022510074,3.279569892473118,3.048677984970776,2.0510093940737235
Kidnapping Mr. Heineken,3.05,21428,3.050729839836111,3.017250485846427,3.279569892473118,3.049335137404936,2.2028785659697205
The Myth,3.05,16029,3.0509749051557935,3.012117890744823,3.279569892473118,3.0491112635649245,2.1387563735220096
Smart People,3.05,23390,3.05066875,3.0186579324729474,3.279569892473118,3.0493908954904896,2.2222303620018495
Interreflections,3.05,10397,3.0515004786062985,3.0029270511759294,3.279569892473118,3.048630071140165,2.043142173165819
Bellbottom,3.05,23357,3.0506696928269315,3.0186357390648872,3.279569892473118,3.049390035099734,2.221918503077857
Brake,3.05,11981,3.051302925775081,3.006160993950064,3.279569892473118,3.0488111129651254,2.074463370520303
Billa 2,3.05,11255,3.051386598850066,3.0047638488037536,3.279569892473118,3.048734458259325,2.060656485076161
Kabali,3.05,13875,3.0511257091561936,3.009273583199359,3.279569892473118,3.0489733429394814,2.1068809070238546
1/1,3.05,10588,3.051473538259071,3.0033552404772337,3.279569892473118,3.048654772019258,2.047162964034123
Valimai,3.05,20301,3.0507702569898285,3.0163511129815817,3.279569892473118,3.049298236974293,2.1909445330936976
Turnabout,3.05,13283,3.0511756918922974,3.0083727387699772,3.279569892473118,3.0489276038531,2.0972497775253247
Ip Man: The Final Fight,3.05,11463,3.0513615478155125,3.0051777027855673,3.279569892473118,3.0487574119288454,2.0647011600790313
Velayudham,3.05,12480,3.0512510375099757,3.0070495893962237,3.279569892473118,3.0488586303564276,2.083476333040237
Unbreakable Souls,3.05,35785,3.0504374354681176,3.0246741382410463,3.279569892473118,3.049601844090528,2.3161562453304363
You Are So Not Invited to My Bat Mitzvah,3.0,19306,3.00093901115933,2.965350838525416,3.225806451612903,2.9992750245973796,2.1441090225605492
Becky,3.0,22251,3.000815008295592,2.967731099790332,3.225806451612903,2.9993709561466573,2.174954155759017
My Big Fat Greek Wedding 2,3.0,34053,3.000532958977216,2.973928198696228,3.225806451612903,2.999588936520054,2.2674076657349636
Those Who Wish Me Dead,3.0,67865,3.00026762129132,2.9815429011738885,3.225806451612903,2.9997937232945335,2.4172371893013516
Saw VI,3.0,119353,3.0001522197934727,2.986087314383581,3.225806451612903,2.9998827058094135,2.5399011572549646
Kandahar,3.0,22771,3.0007964374917844,2.9681025943218735,3.225806451612903,2.9993853178784686,2.179973147532292
Shazam! Fury of the Gods,3.0,109428,3.0001660196569175,2.9854693484405255,3.225806451612903,2.9998720678405966,2.5210378718487436
Happiness for Beginners,3.0,14018,3.001291974694342,2.959318541907287,3.225806451612903,2.99900164016259,2.0745695484527307
Grown Ups,3.0,266281,3.0000682440271693,2.990689024402357,3.225806451612903,2.9999474249491147,2.714255352458851
Hellraiser,3.0,45035,3.0004031385161363,2.977334942720444,3.225806451612903,2.999689165186501,2.328138957027524
Halloween,3.0,127570,3.0001424188998587,2.986543337899932,3.225806451612903,2.9998902606310014,2.5543670924753217
Joe Dirt,3.0,59750,3.00030393812709,2.9803274984713584,3.225806451612903,2.9997657099824284,2.389567499770087
Hocus Pocus 2,3.0,48962,3.0003708377540192,2.978264466789371,3.225806451612903,2.9997140931647843,2.346303665202748
The Fast and the Furious: Tokyo Drift,3.0,290482,3.000062559373838,2.9910856107281827,3.225806451612903,2.999951805072172,2.7331558411013717
The Poughkeepsie Tapes,3.0,23035,3.000787329434698,2.968286358723558,3.225806451612903,2.999392361111111,2.182477556841138
House of 1000 Corpses,3.0,90872,3.0001999021139,2.9840528214923308,3.225806451612903,2.9998459456188034,2.480665522073651
Van Helsing,3.0,278417,3.000065269852442,2.9908943674735724,3.225806451612903,2.9999497166172215,2.7239387547525835
Dragnet,3.0,36494,3.000497359347636,2.9748169921032104,3.225806451612903,2.999616427847338,2.2824490643021766
Sick,3.0,16227,3.001116636972415,2.9621971087282617,3.225806451612903,2.9991375061606704,2.106362089001732
Immortals,3.0,174111,3.000104360333255,2.988483242923641,3.225806451612903,2.9999195938339955,2.621944913222946
The Other Woman,3.0,146929,3.000123660522932,2.9874620784891084,3.225806451612903,2.9999047191255936,2.585064271322872
The Blackening,3.0,12790,3.0014155373831777,2.957404142945767,3.225806451612903,2.998905822586948,2.054651652971251
Unhinged,3.0,74056,3.0002452635414136,2.9823323502471837,3.225806451612903,2.999810966635611,2.436205193038079
The Lodge,3.0,53629,3.0003385960990334,2.979233344162773,3.225806451612903,2.999738971547899,2.366085101351553
Exodus: Gods and Kings,3.0,174570,3.0001040860153476,2.988498407669486,3.225806451612903,2.9999198052413,2.622516944884476
Friday the 13th: The Final Chapter,3.0,56451,3.0003216845719547,2.9797599127461485,3.225806451612903,2.999752019271645,2.3772273736052645
Mike and Dave Need Wedding Dates,3.0,93328,3.000194644348776,2.9842643195842267,3.225806451612903,2.999849999464284,2.4864597778636854
Shallow Hal,3.0,140642,3.0001291864498336,2.987184617944705,3.225806451612903,2.9999004600169217,2.5755625461855574
Sucker Punch,3.0,248558,3.0000731090713093,2.99036253132698,3.225806451612903,2.999943676251091,2.6992904580951653
World Trade Center,3.0,86664,3.0002096028322995,2.9836697469381313,3.225806451612903,2.999838465887457,2.470363946353236
Pink Flamingos,3.0,26964,3.0006728177981783,2.970693317148923,3.225806451612903,2.999480885461085,2.2166942082045367
The Taking of Deborah Logan,3.0,37424,3.000485016277952,2.9751324825874863,3.225806451612903,2.9996259584813916,2.287916476419895
Murder Mystery,3.0,161068,3.000112808624735,2.9880255707694374,3.225806451612903,2.999913082887883,2.60502666626122
Godzilla: King of the Monsters,3.0,195072,3.0000931494142127,2.9891201389055526,3.225806451612903,2.9999282334667847,2.64664356044003
Hercules,3.0,161957,3.000112189596746,2.9880585124144843,3.225806451612903,2.9999135599708575,2.6062225857361705
Hotel Transylvania: Transformania,3.0,36271,3.000500412984224,2.9747395419373013,3.225806451612903,2.9996140699084792,2.2811173543140533
No One Lives,3.0,23106,3.000784915356711,2.9683352411678343,3.225806451612903,2.9993942278568646,2.1831461944018598
Vesper,3.0,19620,3.000924021352313,2.9656299609369197,3.225806451612903,2.9992866242038216,2.147614239327679
The Spy Who Dumped Me,3.0,81288,3.000223456441024,2.9831376683182116,3.225806451612903,2.9998277834499896,2.4564498438086138
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3.0,59747,3.000303953375587,2.98032700380587,3.225806451612903,2.9997656982193064,2.389556590520229
Firestarter,3.0,36002,3.000504146787973,2.9746451583727627,3.225806451612903,2.9996111867136945,2.2795000040272435
Indecent Proposal,3.0,75792,3.000239649534559,2.9825361446007737,3.225806451612903,2.999815296119899,2.4412396230587947
My Cousin Rachel,3.0,20445,3.000886826055136,2.966332380750354,3.225806451612903,2.9993154034229828,2.156563072553683
Friday the 13th Part VI: Jason Lives,3.0,48883,3.000371436453927,2.9782468800549373,3.225806451612903,2.99971363115693,2.34595281835746
Rebecca,3.0,45167,3.0004019616515913,2.9773681456927563,3.225806451612903,2.9996900734968563,2.3287748534032877
Home Team,3.0,21169,3.0008565672274847,2.9669146119176135,3.225806451612903,2.9993388117502597,2.1641237368741355
Shark Tale,3.0,193825,3.000093748549323,2.989085165408417,3.225806451612903,2.999927771758758,2.6452501822117913
Camp Nowhere,3.0,10405,3.001738450502152,2.952757424416629,3.225806451612903,2.998655139289145,2.0098151409564347
The Time Machine,3.0,128359,3.0001415438170222,2.986584804519956,3.225806451612903,2.999890935153158,2.5557067487739014
Never Been Kissed,3.0,95614,3.000189993100853,2.9844538040839232,3.225806451612903,2.999853585584455,2.4917175555370914
Werewolves Within,3.0,23364,3.00077626633638,2.9685109874633553,3.225806451612903,2.9994009157430783,2.185558713218306
The Midnight Meat Train,3.0,69260,3.000262234886741,2.981729997040356,3.225806451612903,2.999797877716018,2.4216580224105173
The Boy,3.0,99344,3.0001828631506933,2.98474880980545,3.225806451612903,2.9998590826279075,2.500032401697061
Absolutely Anything,3.0,46445,3.0003909130013984,2.9776822473087243,3.225806451612903,2.9996986006458557,2.334837120772378
Original Sin,3.0,58705,3.0003093438856268,2.980152900543629,3.225806451612903,2.9997615397717596,2.3857339179914043
The Substitute,3.0,15099,3.001199782163839,2.9608063042390524,3.225806451612903,2.999073093220339,2.0907089255934546
The Lair of the White Worm,3.0,14129,3.0012818604979192,2.9594791525671664,3.225806451612903,2.9990094806848733,2.0762831117981264
Dante's Peak,3.0,95925,3.0001893774420423,2.9844790573983455,3.225806451612903,2.999854060252267,2.49242312036791
Mimic,3.0,54288,3.0003344896757334,2.9793599799310844,3.225806451612903,2.9997421398707016,2.3687386729192164
Night at the Museum: Battle of the Smithsonian,3.0,207441,3.0000875965704537,2.9894497714769965,3.225806451612903,2.9999325125574847,2.6600011218943704
Stuart Little,3.0,144509,3.000125730670522,2.9873574248211936,3.225806451612903,2.9999031235728024,2.5814558761398483
Get Hard,3.0,143931,3.0001262354060607,2.9873320390797002,3.225806451612903,2.999902734548688,2.5805850973815265
Miami Vice,3.0,121611,3.000149394629339,2.986217225506853,3.225806451612903,2.9998848835679515,2.5439732605501013
Mr. Harrigan's Phone,3.0,36197,3.000501434601484,2.9747136827561977,3.225806451612903,2.999613281034197,2.2806736317496794
What's Your Number?,3.0,85138,3.000213357515143,2.9835238532629016,3.225806451612903,2.9998355707456867,2.466504094919824
S.W.A.T.,3.0,152133,3.0001194318682116,2.987678602527719,3.225806451612903,2.9999079782828746,2.592626588606115
Circle,3.0,63349,3.0002866843325604,2.9808953551537662,3.225806451612903,2.9997790194778546,2.402275638716522
Cowboys & Aliens,3.0,228444,3.000079544758287,2.989946860760026,3.225806451612903,2.999938717175387,2.6809558372773443
Taken 3,3.0,200430,3.000090659916201,2.9892666750866987,3.225806451612903,2.999930151919575,2.652530862307624
The Tourist,3.0,252142,3.0000720700894554,2.9904313247022807,3.225806451612903,2.9999444768329586,2.7024009852499757
Bedtime Stories,3.0,99511,3.000182556422696,2.9847616282438167,3.225806451612903,2.999859319104466,2.5003973350814968
Tu Jhoothi Main Makkaar,3.0,24718,3.0007338299418604,2.969387671347821,3.225806451612903,2.9994337256805403,2.197798414224391
Righteous Kill,3.0,90964,3.000199700046147,2.9840608982927677,3.225806451612903,2.999846101419165,2.4808853794916077
Captive State,3.0,56468,3.000321587812732,2.979762964592032,3.225806451612903,2.9997520939209887,2.3772927938423996
Greta,3.0,36827,3.0004928681834206,2.9749313324801574,3.225806451612903,2.9996198957428324,2.284422599600458
Don't Breathe 2,3.0,67826,3.0002677750604043,2.98153758766426,3.225806451612903,2.999793604694019,2.41711229429352
Censor,3.0,18471,3.000981345499703,2.9645741999451625,3.225806451612903,2.999242260229487,2.1345029766915684
Sahara,3.0,101735,3.0001785675688954,2.984929313185225,3.225806451612903,2.99986239433851,2.505199740221065
Little Monsters,3.0,13845,3.0013080604534004,2.9590643725677026,3.225806451612903,2.9989891696750903,2.0718716193015205
Kama Sutra: A Tale of Love,3.0,11139,3.0016244079006165,2.9543459047561815,3.225806451612903,2.998743718592965,2.02462447054576
The Signal,3.0,68179,3.000266389658356,2.9815855153189403,3.225806451612903,2.999794673237123,2.4182401468395143
The Handmaid's Tale,3.0,10336,3.0017500000000004,2.9525994373849236,3.225806451612903,2.9986461657479935,2.0083696445042163
Relic,3.0,28917,3.0006274553802608,2.9717025079823802,3.225806451612903,2.999515939423276,2.231886991377759
G.I. Jane,3.0,85091,3.0002134752939242,2.983519297558319,3.225806451612903,2.999835479928551,2.466384118161501
Pieces,3.0,12125,3.0014928542094457,2.9562478163446175,3.225806451612903,2.998845836768343,2.0430514138098994
Shaft,3.0,79581,3.0002282465371524,2.982957534185049,3.225806451612903,2.999824089664011,2.4518386862188954
The Room,3.0,22757,3.000796926382251,2.9680927599077234,3.225806451612903,2.9993849398119674,2.1798395285056085
Honest Thief,3.0,55338,3.0003281486964686,2.979557053578052,3.225806451612903,2.999747032144987,2.3729008350485996
The Shadow,3.0,26546,3.0006833922394347,2.9704629520404375,3.225806451612903,2.9994727128921697,2.2132997392812137
Project Power,3.0,95021,3.000191178172103,2.984405308856202,3.225806451612903,2.9998526719003222,2.490365835336968
The Net,3.0,72093,3.000251937124877,2.982093088621751,3.225806451612903,2.9998058198563067,2.4303682893020793
The Gambler,3.0,72217,3.0002515048362324,2.982108490810284,3.225806451612903,2.9998061532497022,2.430741674632479
The Gate,3.0,18749,3.000966833342199,2.9648385338670025,3.225806451612903,2.999253492588248,2.1377485473717113
Along Came Polly,3.0,141491,3.0001284115556626,2.987223164294004,3.225806451612903,2.999901057273704,2.5768701914352903
Overboard,3.0,40418,3.000449132648018,2.9760730207580095,3.225806451612903,2.9996536625188632,2.3046381154250306
Jexi,3.0,30647,3.000592093689937,2.9725145434613687,3.225806451612903,2.9995432598199137,2.244511303617541
Walk of Shame,3.0,56296,3.000322569481418,2.9797320232947087,3.225806451612903,2.999751336565958,2.3766299846651777
My Son,3.0,13835,3.001309002520706,2.959049534826763,3.225806451612903,2.998988439306358,2.0717146406986684
Creepshow 2,3.0,27519,3.000659273096594,2.970991023832009,3.225806451612903,2.999491353001017,2.221120794695341
All the Right Moves,3.0,19984,3.0009072327044026,2.9659452461776494,3.225806451612903,2.9992996147881335,2.151608078143046
The Purge: Election Year,3.0,107111,3.0001696092794954,2.9853128419610595,3.225806451612903,2.9998693005713433,2.5163880065109385
The Lego Ninjago Movie,3.0,28899,3.0006278455214344,2.9716936771195206,3.225806451612903,2.9995156379739827,2.231751707090099
Nights in Rodanthe,3.0,25964,3.0006986814792036,2.9701329717847913,3.225806451612903,2.9994608956833146,2.208483366276606
The Rite,3.0,101416,3.00017912896931,2.9849056008152948,3.225806451612903,2.9998619615267055,2.5045173925637543
Free Willy,3.0,81025,3.0002241813135986,2.983110286533795,3.225806451612903,2.9998272244847586,2.4557457421338618
CHIPS,3.0,50030,3.000362929313099,2.9784981137470896,3.225806451612903,2.999720195862896,2.350991983997291
Class,3.0,11623,3.0015570547417116,2.955309808372275,3.225806451612903,2.998796009631923,2.0338650699745076
First Knight,3.0,76900,3.000236198830409,2.9826625893396654,3.225806451612903,2.9998179572199466,2.444392908719092
She's the One,3.0,18250,3.0009931967213115,2.964359761205877,3.225806451612903,2.9992330868255275,2.131887822689324
Brainscan,3.0,12515,3.00144651810585,2.956937171329627,3.225806451612903,2.9988817891373802,2.049929424138045
The Jungle Book,3.0,18553,3.0009770198355104,2.96465278747874,3.225806451612903,2.99924560836297,2.1354653546561537
Horse Girl,3.0,19310,3.0009388171487603,2.9653544370544083,3.225806451612903,2.999275174734662,2.144154032467957
V/H/S/2,3.0,42555,3.0004266048585846,2.9766826578978427,3.225806451612903,2.999671052631579,2.315832267872885
The Hunted,3.0,50161,3.0003619824341277,2.9785262571948596,3.225806451612903,2.9997209265239406,2.3515601458451685
Unfriended: Dark Web,3.0,36616,3.000495704467354,2.9748590638140677,3.225806451612903,2.999617705687993,2.2831741836183865
Daddy's Home 2,3.0,79346,3.0002289221119454,2.9829322808099605,3.225806451612903,2.9998235687010877,2.4511961421296498
The SpongeBob Movie: Sponge Out of Water,3.0,59447,3.00030548599089,2.9802773481246807,3.225806451612903,2.999764515911996,2.3884628900594436
The Object of My Affection,3.0,21099,3.000859402335808,2.966859632759843,3.225806451612903,2.9993366186504926,2.1634041154340493
Bholaa,3.0,21723,3.0008347724245623,2.9673403003808496,3.225806451612903,2.9993556701030926,2.1697364813659634
Bridget Jones: The Edge of Reason,3.0,119300,3.000152287390029,2.9860842208349574,3.225806451612903,2.9998826537026946,2.539804653715115
Wrongfully Accused,3.0,28296,3.0006412015804695,2.971392984168451,3.225806451612903,2.999505317833292,2.2271703087189985
Super Troopers 2,3.0,27860,3.0006512182013614,2.9711695041459336,3.225806451612903,2.999497577606316,2.223796491986529
Valhalla Rising,3.0,62676,3.000289760227019,2.9807929012495116,3.225806451612903,2.999776646830778,2.3999550749912517
Assassination Nation,3.0,21126,3.0008583065734795,2.9668808714303014,3.225806451612903,2.9993374662817662,2.1636819661370543
Smurfs: The Lost Village,3.0,23327,3.000777494973692,2.968485963024948,3.225806451612903,2.9993999657123265,2.185214372848289
Waiting to Exhale,3.0,11744,3.0015410802102767,2.955541405004894,3.225806451612903,2.998808409226317,2.0361150933381333
Hope Floats,3.0,29357,3.000618067126875,2.9719158376523787,3.225806451612903,2.999523193242967,2.235168013053221
13,3.0,43263,3.000419631519405,2.976874590735849,3.225806451612903,2.9996764352408247,2.319417295487457
War Machine,3.0,49145,3.00036945827828,2.97830504248512,3.225806451612903,2.9997151576805696,2.3471142167687282
Happy Birthday to Me,3.0,10754,3.001682293594965,2.9535330313997,3.225806451612903,2.9986987638256344,2.0169826215570636
Automata,3.0,58584,3.0003099822628507,2.9801323823977315,3.225806451612903,2.9997610472955674,2.3852856283123685
We're Back! A Dinosaur's Story,3.0,15740,3.001151076630779,2.9616150380893593,3.225806451612903,2.9991108288345507,2.099741884398215
True History of the Kelly Gang,3.0,12601,3.0014366848470475,2.9570848511477927,3.225806451612903,2.998889417737585,2.0514172530610897
Beneath the Planet of the Apes,3.0,49644,3.000365748380086,2.9784145397992248,3.225806451612903,2.9997180205039378,2.349309167429527
Cold Skin,3.0,17443,3.0010390156062425,2.9635423441035362,3.225806451612903,2.9991976157725815,2.1220617931931964
Arthur and the Invisibles,3.0,39820,3.000455869074492,2.9758936859960046,3.225806451612903,2.9996484620213435,2.3013995236428495
Lockout,3.0,100231,3.0001812456995838,2.984816525777099,3.225806451612903,2.999860329622092,2.501963720168134
On the Road,3.0,42868,3.0004234936390324,2.976768096563444,3.225806451612903,2.999673454155296,2.317424473661229
Soldier,3.0,58652,3.000309623181493,2.980143921079603,3.225806451612903,2.999761324309119,2.385537673532182
Come True,3.0,10399,3.0017394487510765,2.9527437490037145,3.225806451612903,2.998654363706267,2.0096898266735663
The Best Little Whorehouse in Texas,3.0,12975,3.001395431861804,2.957709882458699,3.225806451612903,2.9989214175654855,2.0577716432321975
Destination Wedding,3.0,32162,3.000564246243636,2.973171089088395,3.225806451612903,2.9995647713495197,2.254994629140324
The Woman,3.0,25347,3.0007156553923693,2.9697707904931208,3.225806451612903,2.999447775323446,2.203258001729587
Dream House,3.0,68485,3.00026520026264,2.9816267611932283,3.225806451612903,2.9997955905971674,2.4192131171171236
Z for Zachariah,3.0,32178,3.0005639661164203,2.973177774122276,3.225806451612903,2.9995649877264396,2.255102688736475
Baby Mama,3.0,46752,3.0003883487885132,2.97775577322268,3.225806451612903,2.9997005795923606,2.3362685391826266
Wuthering Heights,3.0,10808,3.0016739270583903,2.9536496638845695,3.225806451612903,2.9987052621844077,2.0180708078455023
The Lazarus Project,3.0,19068,3.000950700910137,2.965134688741208,3.225806451612903,2.999265978084203,2.1414140104288117
The Last Song,3.0,91072,3.000199463356818,2.984070364120186,3.225806451612903,2.9998462839136115,2.4811431894304867
Backcountry,3.0,23247,3.0007801648280896,2.9684316517158136,3.225806451612903,2.999397901255806,2.1844679823006214
Lord of Illusions,3.0,18776,3.0009654467226174,2.9648638928047877,3.225806451612903,2.9992545657845695,2.138061196985625
Carriers,3.0,49036,3.000370278694536,2.9782809018308205,3.225806451612903,2.9997145245814725,2.3466317934596415
I Could Never Be Your Woman,3.0,19064,3.000950899863974,2.9651310213629385,3.225806451612903,2.9992658241124337,2.1413684292517936
The Indian in the Cupboard,3.0,30482,3.000595293462596,2.9724400931923856,3.225806451612903,2.9995407878768,2.243338402490632
Body Snatchers,3.0,20605,3.000879956427015,2.966463692277716,3.225806451612903,2.999320718098011,2.158256730742764
Above the Law,3.0,33849,3.0005361662585917,2.973849590720066,3.225806451612903,2.99958645950257,2.2661021743176986
Starry Eyes,3.0,21796,3.0008319829717114,2.9673951774566083,3.225806451612903,2.9993578276225863,2.170465371893858
The Zero Theorem,3.0,48985,3.0003706638115633,2.9782695789709646,3.225806451612903,2.9997142273933455,2.3464057040966875
The Peacemaker,3.0,60633,3.0002995155150534,2.9804714938398043,3.225806451612903,2.9997691216728786,2.392754881065769
Jobs,3.0,101291,3.0001793499176053,2.9848962785772026,3.225806451612903,2.9998617911862264,2.5042494294956414
Maniac Cop,3.0,19142,3.00094703522301,2.9652023273982717,3.225806451612903,2.999268814957957,2.1422555419702842
Sisters,3.0,68427,3.0002654248871883,2.981618964623827,3.225806451612903,2.9997954173486088,2.419029032259626
A Man Apart,3.0,48913,3.000371208872006,2.9782535635849627,3.225806451612903,2.999713806778691,2.346086118065984
Death Wish II,3.0,17358,3.0010440889246324,2.963452937834023,3.225806451612903,2.9991936877267755,2.121000486232587
Mr. Popper's Penguins,3.0,103195,3.000176042423362,2.9850364320279166,3.225806451612903,2.9998643410852712,2.5082956502422853
Motel Hell,3.0,13131,3.001378916622411,2.9579626477046777,3.225806451612903,2.998934226552984,2.0603681775549783
Raising Helen,3.0,37872,3.0004792864300405,2.9752802912843905,3.225806451612903,2.9996303825540567,2.2905019351060636
Equals,3.0,32178,3.0005639661164203,2.973177774122276,3.225806451612903,2.9995649877264396,2.255102688736475
Man of Tai Chi,3.0,40507,3.000448147052297,2.976099370584536,3.225806451612903,2.9996544233807265,2.305116012800425
Boxcar Bertha,3.0,10395,3.001740114887506,2.9527346254698945,3.225806451612903,2.998653846153846,2.0096062436470477
Come to Daddy,3.0,19564,3.0009266595289077,2.9655806747647784,3.225806451612903,2.9992845827584445,2.1469932340467426
The Alamo,3.0,21876,3.0008289473684213,2.9674550004656415,3.225806451612903,2.9993601754947217,2.1712613578544384
The Good Neighbor,3.0,11242,3.0016095908607863,2.9545562478328384,3.225806451612903,2.9987552236151864,2.026624147771085
The Code,3.0,35563,3.000510361384887,2.9744888304638772,3.225806451612903,2.9996063877642825,2.2768344035358177
The Escort,3.0,13963,3.0012970456005137,2.9592382499917025,3.225806451612903,2.9989977090492554,2.0737154520728023
Flower,3.0,10144,3.001782960565038,2.9521513500496805,3.225806451612903,2.998620553749138,2.0042960340808547
